"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.912230250E0,-8.966598491E-1,-6.112562299E-1,-5.158156371E-1
3.922210250E0,-8.600254351E-1,-6.019726056E-1,-9.768147969E-1
3.932189250E0,-7.130252641E-1,-7.025710273E-1,-1.346462322E0
3.942169250E0,-5.672642644E-1,-9.737473476E-1,-1.523848134E0
3.952148250E0,-4.180227095E-1,-1.184020824E0,-1.566879548E0
3.962128250E0,-2.839815764E-1,-1.389310133E0,-1.610343071E0
3.972107250E0,-1.607890384E-1,-1.535111625E0,-1.597188005E0
3.982087250E0,-1.661949719E-1,-1.552870204E0,-1.596552998E0
3.992066250E0,-2.826210755E-1,-1.562547346E0,-1.547735179E0
4.002046250E0,-5.578174297E-1,-1.551187960E0,-1.501759692E0
4.012025250E0,-7.988391472E-1,-1.545752973E0,-1.701529230E0
4.022005250E0,-8.681530648E-1,-1.627218136E0,-2.103347551E0
4.031984250E0,-7.252891412E-1,-1.838485638E0,-2.642884172E0
4.041964250E0,-4.227965225E-1,-2.001881987E0,-3.042791623E0
4.051943250E0,-8.398385078E-2,-2.007409360E0,-3.226531604E0
4.061922250E0,1.744462886E-1,-1.791710837E0,-3.342350328E0
4.071902250E0,2.776678991E-1,-1.389148750E0,-3.352929111E0
4.081881250E0,1.951055065E-1,-8.931627756E-1,-3.238128971E0
4.091861250E0,4.691908166E-2,-3.618666351E-1,-3.069166659E0
4.101840250E0,-1.344212021E-1,1.344204712E-1,-2.856934950E0
4.111820250E0,-2.884242909E-1,6.276144004E-1,-2.414705352E0
4.121799250E0,-3.395840657E-1,9.193056768E-1,-1.917807212E0
4.131779250E0,-2.539214793E-1,9.923017323E-1,-1.347689068E0
4.141758250E0,1.525275439E-2,1.050517781E0,-7.499954545E-1
4.151738250E0,2.088983573E-1,1.254562803E0,-1.762882894E-1
4.161717250E0,2.281675641E-1,1.382543736E0,3.931603485E-1
4.171697250E0,2.012880599E-1,1.387000483E0,9.305890489E-1
4.181676250E0,2.726096191E-1,1.385218252E0,1.397572834E0
4.191656250E0,3.889371970E-1,1.366899510E0,1.790822060E0
4.201635250E0,4.164217418E-1,1.356224833E0,2.168034128E0
4.211615250E0,4.152873820E-1,1.418929789E0,2.472571152E0
4.221594250E0,4.548356098E-1,1.528901882E0,2.651070274E0
4.231574250E0,5.584509024E-1,1.729120486E0,2.870122760E0
4.241553250E0,6.633386953E-1,1.858355647E0,3.311758865E0
4.251533250E0,9.305346698E-1,1.970069625E0,3.926472554E0
4.261512250E0,1.253695661E0,2.214014293E0,4.473201835E0
4.271492250E0,9.247238530E-1,2.259940664E0,4.439901942E0
4.281471250E0,3.385939859E-1,2.000382176E0,3.784319724E0
4.291451250E0,3.677294920E-1,1.882519850E0,3.115590042E0
4.301430250E0,7.500296608E-1,1.894368648E0,2.541812126E0
4.311410250E0,1.128740078E0,1.754759358E0,2.263912092E0
4.321389250E0,1.067934005E0,9.911100698E-1,2.334680943E0
4.331369250E0,8.005136436E-1,1.595190597E-1,2.698554928E0
4.341348250E0,6.559035221E-1,-2.568307614E-1,3.056283488E0
4.351328250E0,5.408199392E-1,-6.697231239E-1,3.166006490E0
4.361307250E0,3.960165672E-1,-9.508812261E-1,3.036619302E0
4.371287250E0,3.481750873E-1,-1.060254564E0,2.632562082E0
4.381266250E0,4.103429765E-1,-1.202972819E0,1.950507181E0
4.391246250E0,4.883987738E-1,-1.328302040E0,1.172332240E0
4.401225250E0,4.562776794E-1,-1.407626536E0,4.457051826E-1
4.411205250E0,3.608509737E-1,-1.441516998E0,-3.554651034E-1
4.421184250E0,3.801948787E-1,-1.370361062E0,-1.107076728E0
4.431164250E0,4.536597713E-1,-1.224951918E0,-1.739372994E0
4.441143250E0,5.332879946E-1,-1.143963888E0,-2.154758025E0
4.451123250E0,5.800064071E-1,-1.141736099E0,-2.358449290E0
4.461102250E0,5.444342494E-1,-1.169713857E0,-2.386727010E0
4.471082250E0,5.635534751E-1,-1.213335840E0,-2.236405036E0
4.481061250E0,5.631628811E-1,-1.339214698E0,-2.112981423E0
4.491041250E0,6.018644321E-1,-1.538723450E0,-2.146307629E0
4.501020250E0,6.796428522E-1,-1.780953714E0,-2.350132796E0
4.511000250E0,6.803115544E-1,-1.974518772E0,-2.688138113E0
4.520979250E0,6.414383145E-1,-2.077835564E0,-3.001666986E0
4.530959250E0,6.167904002E-1,-2.152603911E0,-3.318025326E0
4.540938250E0,5.342158746E-1,-2.110819123E0,-3.559834591E0
4.550918250E0,4.414425623E-1,-1.894796079E0,-3.807334950E0
4.560897250E0,3.432515855E-1,-1.645555589E0,-4.002043723E0
4.570877250E0,2.368131476E-1,-1.464955562E0,-4.116079046E0
4.580856250E0,1.307407087E-1,-1.393360500E0,-4.341964003E0
4.590836250E0,1.490578061E-1,-1.351176932E0,-4.240820037E0
4.600815250E0,3.830013961E-2,-1.348127024E0,-3.834477140E0
4.610795250E0,-6.389259852E-1,-1.434951160E0,-3.429784913E0
4.620774250E0,-1.197502164E0,-1.627165511E0,-2.792930158E0
4.630754250E0,-1.520729521E0,-1.756005984E0,-2.102932398E0
4.640733250E0,-1.495699638E0,-1.242319318E0,-1.580300662E0
4.650713250E0,-1.310539368E0,-6.412483531E-1,-1.245047629E0
4.660692250E0,-1.066549530E0,4.648828804E-2,-8.673812324E-1
4.670672250E0,-8.790201151E-1,9.737409157E-1,-2.710658079E-1
4.680650000E0,-1.056743896E0,1.480573475E0,2.071013618E-1
4.690630000E0,-1.459575539E0,1.148168036E0,3.218553078E-1
4.700609000E0,-1.851578870E0,6.961180401E-1,4.942271322E-1
4.710589000E0,-1.704527536E0,6.044962639E-1,8.971008754E-1
4.720568000E0,-1.161161280E0,6.796160281E-1,1.608654980E0
4.730548000E0,-6.865341613E-1,8.662036031E-1,2.524265217E0
4.740527000E0,-3.979620820E-1,1.057841418E0,3.477456093E0
4.750507000E0,-1.949553975E-1,1.662828264E0,4.541532982E0
4.760486000E0,-1.330250332E-1,2.336704665E0,5.130035357E0
4.770466000E0,-1.418730399E-1,2.674979539E0,5.084259260E0
4.780445000E0,3.088338509E-2,2.880090508E0,4.550297958E0
4.790425000E0,2.186794335E-1,2.703435599E0,3.717938039E0
4.800404000E0,-1.817817485E-1,2.185500346E0,2.767439221E0
4.810384000E0,-3.846516265E-1,2.077799896E0,2.342517967E0
4.820364000E0,-1.343903580E-1,1.954079829E0,2.294690666E0
4.830343000E0,-5.735422736E-1,1.283335197E0,2.554356158E0
4.840323000E0,-1.168322073E0,1.037262143E0,3.207830454E0
4.850302000E0,-1.312210794E0,1.046406019E0,3.734579215E0
4.860282000E0,-1.342028086E0,7.998716193E-1,3.649868848E0
4.870261000E0,-1.205620146E0,4.648273319E-1,3.230013621E0
4.880241000E0,-9.235354064E-1,3.692388046E-1,2.687482055E0
4.890220000E0,-6.406365882E-1,2.385488570E-1,2.067462019E0
4.900200000E0,-3.661592223E-1,-1.176673213E-1,1.427684240E0
4.910179000E0,-1.609228300E-1,-3.778944379E-1,1.076923807E0
4.920159000E0,1.234639585E-3,-5.489202332E-1,8.505096763E-1
4.930138000E0,3.853680566E-4,-7.098236212E-1,5.328526694E-1
4.940118000E0,-1.630504856E-1,-7.371429822E-1,2.575388592E-1
4.950097000E0,-2.890764016E-1,-8.395894164E-1,4.098547339E-2
4.960077000E0,-3.539386877E-1,-9.377580276E-1,-2.091233289E-1
4.970056000E0,-3.670983947E-1,-9.345309493E-1,-5.594592547E-1
4.980036000E0,-3.407885921E-1,-9.337310502E-1,-8.713818973E-1
4.990015000E0,-2.104436302E-1,-1.119557025E0,-1.095158933E0
4.999995000E0,-5.454765156E-2,-1.421087412E0,-1.348073815E0
5.009974000E0,6.826565802E-2,-1.542576181E0,-1.761409396E0
5.019954000E0,2.568760774E-1,-1.655958955E0,-2.388426211E0
5.029933000E0,4.622326300E-1,-1.717525165E0,-3.010089900E0
5.039913000E0,5.673402782E-1,-1.706748747E0,-3.590823079E0
5.049892000E0,6.476783900E-1,-1.709424140E0,-4.045714238E0
5.059872000E0,7.554595314E-1,-1.654608833E0,-4.237030456E0
5.069851000E0,7.267804004E-1,-1.552593338E0,-4.413153854E0
5.079831000E0,9.395703721E-1,-1.431800680E0,-4.616278524E0
5.089810000E0,1.359577480E0,-1.373622054E0,-4.284367175E0
5.099790000E0,1.064606208E0,-1.199970274E0,-3.812650069E0
5.109770000E0,6.458316931E-1,-5.409639269E-1,-2.978520783E0
5.119749000E0,2.686621638E-1,4.217625886E-2,-1.782715480E0
5.129729000E0,1.184833185E-1,5.204682666E-1,-5.003632003E-1
5.139708000E0,-1.650522798E-2,1.014785154E0,7.576319182E-1
5.149688000E0,-1.407468662E-2,1.462220235E0,1.778912451E0
5.159667000E0,4.316236255E-1,1.767783153E0,2.504002860E0
5.169647000E0,9.764557779E-1,1.925273229E0,2.826404298E0
5.179626000E0,1.328019327E0,2.028804907E0,2.630672262E0
5.189606000E0,1.542402811E0,2.158263431E0,2.225140375E0
5.199585000E0,1.690451095E0,2.386033823E0,2.048344547E0
5.209565000E0,1.767515205E0,2.271660823E0,1.971534938E0
5.219544000E0,1.864953206E0,2.190138942E0,1.967599177E0
5.229524000E0,1.803284523E0,2.161939575E0,2.067014122E0
5.239503000E0,1.441482500E0,2.173395732E0,1.930103322E0
5.249483000E0,1.298474662E0,2.027799186E0,2.020134071E0
5.259462000E0,1.658103860E0,1.553766874E0,2.486874611E0
5.269442000E0,1.404910359E0,1.584070362E0,2.497361593E0
5.279421000E0,9.485765460E-1,1.623225072E0,2.727938941E0
5.289401000E0,1.110409641E0,1.950400469E0,3.164577430E0
5.299380000E0,1.239387816E0,2.109478941E0,3.427775225E0
5.309360000E0,1.056348917E0,1.793112707E0,3.225510095E0
5.319339000E0,1.017046126E0,1.676052034E0,2.110510975E0
5.329319000E0,7.455302283E-1,1.578010892E0,1.674844877E0
5.339299000E0,7.253412545E-2,1.310572112E0,1.685097384E0
5.349278000E0,-2.503269035E-1,8.809377095E-1,1.575214754E0
5.359258000E0,-8.993609704E-1,-4.168743163E-2,1.580434563E0
5.369237000E0,-8.180916895E-1,-5.234702271E-1,1.516889947E0
5.379217000E0,-4.237863100E-1,-7.981911296E-1,1.407715999E0
5.389196000E0,-8.218378544E-2,-1.259572697E0,8.359009928E-1
5.399176000E0,2.439991929E-1,-1.748295261E0,3.736090136E-1
5.409155000E0,5.044426565E-1,-2.367574455E0,-1.348134041E-2
5.419135000E0,6.733542448E-1,-2.836262704E0,-4.916759920E-1
5.429114000E0,7.096144371E-1,-2.904558767E0,-9.348399746E-1
5.439094000E0,5.606269437E-1,-2.929572571E0,-1.293917488E0
5.449073000E0,1.401128818E-1,-2.736118026E0,-1.447115707E0
5.459053000E0,-2.887052496E-1,-2.398072363E0,-1.375004920E0
5.469032000E0,-6.143130080E-1,-2.285829796E0,-1.402006778E0
5.479012000E0,-7.629840209E-1,-2.346048515E0,-1.595449628E0
5.488991000E0,-6.696640670E-1,-2.453231779E0,-1.653009034E0
5.498971000E0,-6.740295982E-1,-2.638460754E0,-1.727782643E0
5.508951000E0,-5.299730618E-1,-2.730549138E0,-1.962647170E0
5.518930000E0,-3.985577671E-1,-2.819370975E0,-2.093671578E0
5.528910000E0,-4.103187105E-1,-2.858088898E0,-2.221522118E0
5.538889000E0,4.565783724E-2,-2.326803575E0,-2.810073025E0
5.548869000E0,3.355379386E-1,-1.887706038E0,-3.467280768E0
5.558848000E0,5.294848193E-1,-1.749947391E0,-3.842029989E0
5.568828000E0,8.903651753E-1,-1.727858657E0,-3.968351482E0
5.578807000E0,1.077464674E0,-1.656457137E0,-3.877814364E0
5.588787000E0,1.020442919E0,-1.485723118E0,-3.550993016E0
5.598766000E0,7.885783070E-1,-1.174723459E0,-3.129043901E0
5.608746000E0,5.592097248E-1,-7.129489580E-1,-2.501207306E0
5.618725000E0,3.585034628E-1,-2.731906861E-1,-1.765956191E0
5.628705000E0,2.140924390E-1,-1.962325573E-2,-1.016732569E0
5.638685000E0,3.004942596E-2,2.809087184E-1,-4.682128698E-1
5.648664000E0,-4.005649701E-2,5.282821932E-1,-2.648572344E-1
5.658644000E0,2.344207227E-2,6.972085458E-1,-4.872636831E-1
5.668623000E0,1.960109478E-1,7.525907412E-1,-5.987139523E-1
5.678602875E0,4.476729168E-1,7.722256914E-1,-4.809334874E-1
5.688581875E0,7.253324106E-1,8.438333255E-1,-3.253267998E-1
5.698561875E0,7.887244874E-1,8.830295509E-1,-2.007360828E-1
5.708540875E0,5.925198506E-1,1.051527303E0,1.471691555E-1
5.718520875E0,2.378591779E-1,1.411297711E0,5.919943321E-1
5.728499875E0,-9.981942639E-2,1.767974942E0,1.161778015E0
5.738479875E0,-4.112060255E-1,1.837891561E0,1.852967438E0
5.748458875E0,-7.480530095E-1,1.658434373E0,2.612292709E0
5.758438875E0,-1.059604792E0,1.254501992E0,3.350330608E0
5.768417875E0,-1.089600570E0,8.330341029E-1,3.921974291E0
5.778397875E0,-1.216943498E0,7.933095816E-1,4.215026214E0
5.788377875E0,-1.371062581E0,1.153301307E0,4.335661290E0
5.798356875E0,-1.180787606E0,1.820491417E0,4.435345207E0
5.808336875E0,-7.070741873E-1,2.564667723E0,3.917846156E0
5.818315875E0,-1.040648119E0,2.748242227E0,2.414793645E0
5.828295875E0,-1.494649770E0,2.642145084E0,6.749025875E-1
5.838274875E0,-8.275232483E-1,2.806422608E0,-3.413692206E-1
5.848254875E0,-3.253503348E-1,2.531450275E0,-7.161704814E-1
5.858233875E0,-5.722297199E-1,1.764486201E0,-6.140418434E-1
5.868213875E0,-8.352998259E-1,1.221770448E0,1.365073425E-1
5.878192875E0,-1.224353602E0,6.981844461E-1,1.008301468E0
5.888172875E0,-1.380758873E0,3.266897857E-2,1.253638358E0
5.898151875E0,-1.231531498E0,-3.371913850E-1,7.265212226E-1
5.908131875E0,-1.003982423E0,-6.052125478E-1,2.936647117E-2
5.918111875E0,-8.178978543E-1,-9.046864682E-1,-3.417960674E-1
5.928090875E0,-7.469224504E-1,-1.155029159E0,-3.181727314E-1
5.938070875E0,-7.111431916E-1,-1.364637807E0,6.335984409E-2
5.948049875E0,-7.364587118E-1,-1.753065419E0,6.772034669E-1
5.958029875E0,-9.277702524E-1,-2.293959764E0,1.184973920E0
5.968008875E0,-1.225924895E0,-2.510636526E0,1.285685778E0
5.977988875E0,-1.517760013E0,-2.364459059E0,9.895266438E-1
5.987967875E0,-1.617229922E0,-2.130152357E0,5.260500187E-1
5.997947875E0,-1.463128454E0,-1.832869973E0,-1.092984939E-1
6.007926875E0,-1.204081305E0,-1.733497712E0,-7.982525253E-1
6.017906875E0,-7.612915443E-1,-1.824045939E0,-1.471175830E0
6.027886875E0,-3.010330805E-1,-1.859166656E0,-2.140804229E0
6.037865875E0,-8.694371134E-3,-1.858633974E0,-2.652031556E0
6.047845875E0,1.227931367E-1,-1.780284208E0,-2.914255790E0
6.057824875E0,1.543498287E-1,-1.594376079E0,-2.947865585E0
6.067804875E0,2.030023174E-1,-1.468538151E0,-2.982092262E0
6.077783875E0,3.965186238E-1,-1.484996894E0,-3.112399802E0
6.087763875E0,6.804993962E-1,-1.423605807E0,-3.175137502E0
6.097742875E0,8.249807328E-1,-1.316290981E0,-3.280966258E0
6.107722875E0,8.190102871E-1,-1.059780940E0,-3.477756640E0
6.117702875E0,7.431330161E-1,-7.426881891E-1,-3.578799450E0
6.127681875E0,6.708358490E-1,-4.051512337E-1,-3.352873562E0
6.137661875E0,5.446222374E-1,-9.966169775E-2,-2.942155194E0
6.147640875E0,4.530405146E-1,2.043028843E-1,-2.400795996E0
6.157620875E0,4.548991983E-1,3.164787930E-1,-1.945660424E0
6.167599875E0,5.840734014E-1,1.549056065E-1,-1.663331124E0
6.177579875E0,9.505093431E-1,-6.177232504E-2,-1.408129397E0
6.187558875E0,1.223564812E0,-2.139274013E-1,-1.171883758E0
6.197538875E0,1.195139158E0,-1.735675800E-1,-1.094440895E0
6.207517875E0,1.014451716E0,2.022195214E-1,-8.706556731E-1
6.217497875E0,4.823340417E-1,8.598669755E-1,-7.191572392E-1
6.227477875E0,2.083623138E-1,1.975180092E0,-5.297337645E-1
6.237456875E0,2.641985455E-1,2.973333133E0,-2.206622243E-1
6.247436875E0,3.972817585E-1,3.534706181E0,2.058307618E-1
6.257415875E0,7.597592814E-1,3.607792869E0,1.101689104E0
6.267395875E0,9.454889238E-1,2.835144716E0,2.541313943E0
6.277374875E0,8.923320325E-1,2.111262342E0,4.370588463E0
6.287354875E0,9.229085849E-1,1.778498468E0,5.903724314E0
6.297333875E0,9.036322153E-1,1.766773047E0,6.597111704E0
6.307313875E0,1.113432652E0,2.045048472E0,6.438200755E0
6.317293875E0,1.335324984E0,2.395698393E0,5.291436635E0
6.327272875E0,1.025204746E0,2.746099223E0,3.463669528E0
6.337252875E0,7.788098024E-1,3.514301738E0,2.236375800E0
6.347231875E0,8.649568306E-1,4.094122167E0,1.692654326E0
6.357211875E0,8.168032555E-1,3.190060181E0,1.559607366E0
6.367190875E0,-1.324635543E-1,3.587762647E0,2.804060333E0
6.377170875E0,-6.539380262E-2,2.241345348E0,3.433082158E0
6.387149875E0,2.114033045E-1,5.636470306E-1,3.106016981E0
6.397129875E0,4.387826639E-1,1.184441239E-1,2.943270843E0
6.407109875E0,6.841251084E-1,-4.388551694E-1,2.572569650E0
6.417088875E0,6.173442046E-1,-9.013664192E-1,2.007498237E0
6.427068875E0,7.249899830E-1,-1.170907273E0,1.276714979E0
6.437047875E0,6.879866096E-1,-1.374556439E0,8.319780958E-1
6.447027875E0,5.638351648E-1,-1.629461128E0,5.081885290E-1
6.457006875E0,3.295936592E-1,-1.825835772E0,3.323557377E-1
6.466986875E0,-1.612369716E-2,-1.921731863E0,1.559931886E-1
6.476965875E0,-3.781528848E-1,-1.915934933E0,-7.179211378E-2
6.486945875E0,-6.792695805E-1,-1.896749049E0,-3.166922164E-1
6.496925875E0,-7.981985848E-1,-1.970091845E0,-5.349372017E-1
6.506904875E0,-8.443853027E-1,-2.036899207E0,-8.435386258E-1
6.516884875E0,-8.786187038E-1,-2.082315701E0,-1.225764096E0
6.526863875E0,-8.746787037E-1,-2.184525030E0,-1.699404352E0
6.536843875E0,-8.569503844E-1,-2.226378230E0,-2.174575993E0
6.546822875E0,-7.800274850E-1,-2.313236280E0,-2.679843253E0
6.556802875E0,-6.942552634E-1,-2.374268932E0,-3.137544583E0
6.566782875E0,-5.171597658E-1,-2.366133116E0,-3.423208550E0
6.576761875E0,-2.663567528E-1,-2.401401767E0,-3.628983763E0
6.586741875E0,-1.907829523E-2,-2.443597029E0,-3.829170792E0
6.596720875E0,2.185027014E-1,-2.361340739E0,-3.904770613E0
6.606700875E0,3.623466915E-1,-2.113081995E0,-4.010709881E0
6.616679875E0,3.235204487E-1,-1.714796562E0,-4.140250266E0
6.626659875E0,2.204376912E-1,-1.252500490E0,-4.051457373E0
6.636638875E0,3.472690155E-2,-9.293465155E-1,-3.746803404E0
6.646618875E0,-1.716733745E-1,-7.573091519E-1,-3.340837069E0
6.656598875E0,-2.261809726E-1,-5.899489760E-1,-2.799879574E0
6.666577875E0,-2.537894784E-1,-5.056245250E-1,-2.271554988E0
6.676557875E0,-1.344995548E-1,-3.957933497E-1,-1.993253835E0
6.686536792E0,-4.618160158E-2,-1.806579137E-1,-1.771854862E0
6.696516792E0,1.645804095E-1,1.362506497E-1,-1.388997892E0
6.706495792E0,3.295435193E-1,4.101049948E-1,-9.421244359E-1
6.716475792E0,3.127897847E-1,5.934257305E-1,-4.060365021E-1
6.726455792E0,1.754940914E-1,9.060400987E-1,2.529423630E-1
6.736434792E0,8.814297527E-2,1.350340780E0,9.326466841E-1
6.746414792E0,-9.295318723E-2,1.608298885E0,1.551280346E0
6.756393792E0,-9.306760993E-2,1.698171174E0,2.120051292E0
6.766373792E0,7.256058410E-2,1.694618406E0,2.368571990E0
6.776352792E0,1.658201654E-1,1.667696655E0,2.339081558E0
6.786332792E0,1.749684267E-1,1.748680592E0,2.315431910E0
6.796312792E0,9.790504798E-2,1.828118525E0,2.355405815E0
6.806291792E0,-1.769123335E-1,1.736816007E0,2.773956528E0
6.816271792E0,-5.068819687E-2,1.559313836E0,3.351871934E0
6.826250792E0,6.050786465E-1,6.525504363E-1,3.070393989E0
6.836230792E0,-4.732192558E-1,1.978070955E0,2.219815900E0
6.846209792E0,-6.134696934E-1,3.529074143E0,1.927618255E0
6.856189792E0,-4.260715480E-1,3.739178635E0,1.891580111E0
6.866169792E0,-7.728191838E-2,3.309624047E0,1.897809734E0
6.876148792E0,-1.236485259E0,2.191453396E0,1.875471616E0
6.886128792E0,-2.004496277E0,8.612977892E-1,2.775331208E0
6.896107792E0,-2.054676058E0,-8.639553487E-2,4.082109647E0
6.906087792E0,-1.878320965E0,-6.121543622E-1,4.232862561E0
6.916066792E0,-1.099967464E0,-1.063460593E0,3.611781254E0
6.926046792E0,-6.924717895E-1,-1.700855046E0,2.427849893E0
6.936025792E0,9.470413595E-2,-2.907427411E0,1.120026557E0
6.946005792E0,5.716221942E-1,-2.752428249E0,-7.122996247E-1
6.955985792E0,7.650007255E-1,-2.213397996E0,-1.637629103E0
6.965964792E0,5.250597927E-1,-1.686614152E0,-1.976404499E0
6.975944792E0,1.538614400E-1,-1.231547285E0,-1.450194266E0
6.985923792E0,-2.209285650E-1,-7.216130698E-1,-8.374698007E-1
6.995903792E0,-5.142722645E-1,-1.022017282E-1,-1.066756668E0
7.005883792E0,-6.216442470E-1,3.010629013E-1,-1.640028800E0
7.015862792E0,-6.867201027E-1,6.615300053E-1,-2.417988564E0
7.025842792E0,-7.038473283E-1,8.047253931E-1,-3.133120580E0
7.035821792E0,-5.576702991E-1,7.732773131E-1,-3.247078720E0
7.045801792E0,-4.712102987E-2,3.568137637E-1,-2.511031213E0
7.055780792E0,3.454719195E-1,-4.339756680E-1,-2.077975897E0
7.065760792E0,1.827629479E-1,-7.053437769E-1,-2.240965864E0
7.075740792E0,-6.483173445E-2,-7.735345906E-1,-2.812148201E0
7.085719792E0,-2.324076360E-1,-4.261257809E-1,-3.079051377E0
7.095699792E0,-6.427884366E-2,1.922339389E-1,-2.619618686E0
7.105678792E0,1.399302294E-1,-1.408068001E-2,-1.763826050E0
7.115658792E0,2.034585464E-1,-5.250413740E-1,-1.197712079E0
7.125637792E0,1.828064000E-1,-1.262903856E0,-1.360662285E0
7.135617792E0,1.984710907E-1,-1.936190858E0,-1.749225553E0
7.145597792E0,5.293177351E-1,-2.157881900E0,-1.834791952E0
7.155576792E0,8.201646736E-1,-1.897177943E0,-2.021933843E0
7.165556792E0,8.176581185E-1,-1.503074146E0,-2.123098860E0
7.175535792E0,4.709711841E-1,-1.228837978E0,-1.875649372E0
7.185515792E0,6.613756388E-2,-9.596994120E-1,-1.537940508E0
7.195494792E0,-1.138236541E-1,-6.879521111E-1,-1.170294485E0
7.205474792E0,-2.724802494E-3,-4.434563434E-1,-1.080381265E0
7.215454792E0,-6.411881268E-2,-2.735046816E-1,-7.168054891E-1
7.225433792E0,-2.172780021E-1,9.046578169E-2,4.548326862E-1
7.235413792E0,-3.926419929E-1,5.942630517E-1,1.269814680E0
7.245392792E0,-6.719953519E-1,1.234387862E0,1.000400126E0
7.255372792E0,-4.097732749E-1,1.681435858E0,1.670777553E-1
7.265351792E0,5.107414965E-3,1.890836053E0,-7.670383340E-1
7.275331792E0,6.305147655E-1,1.773927992E0,-9.277636743E-1
7.285311792E0,1.520657162E0,1.072332865E0,-1.045072854E-2
7.295290792E0,2.102680968E0,4.070726287E-1,1.420155950E0
7.305270792E0,1.691773881E0,2.358883739E-1,4.004664445E0
7.315249792E0,8.428401759E-1,5.408803117E-1,6.547838972E0
7.325229792E0,3.315308417E-1,1.065399822E0,7.296743921E0
7.335209792E0,8.891700044E-2,1.721754456E0,6.784227283E0
7.345188792E0,3.849624060E-2,2.630505324E0,5.208506160E0
7.355168792E0,6.193810091E-1,3.334251642E0,3.201734147E0
7.365147792E0,4.946305901E-1,2.848556182E0,1.857425355E0
7.375127792E0,-1.020309895E-1,2.300724116E0,1.314945245E0
7.385106792E0,-5.778960373E-1,1.933437696E0,2.085163879E0
7.395086792E0,-4.554386770E-1,1.831028977E0,3.440894038E0
7.405066792E0,-7.694665365E-2,2.054942253E0,4.786657033E0
7.415045792E0,-9.378078751E-1,1.170636840E0,4.548693482E0
7.425025792E0,-2.477216765E-1,2.217848897E-1,3.446317331E0
7.435004792E0,8.633387598E-1,-1.995526063E-1,2.123580086E0
7.444984792E0,2.005729455E0,-1.283356832E0,1.083497247E0
7.454964792E0,1.854192283E0,-2.272894000E0,-5.084387898E-2
7.464943792E0,1.682393924E0,-2.177897211E0,3.950963616E-3
7.474923792E0,1.719248194E0,-1.681565959E0,1.892989290E-1
7.484902792E0,5.464325354E-1,-2.178050408E0,4.427090693E-1
7.494882792E0,-1.413293950E-1,-2.742931494E0,7.450504643E-1
7.504862792E0,-3.103968117E-1,-2.536887893E0,8.175489217E-1
7.514841792E0,-3.472339779E-2,-2.308715798E0,3.087154448E-1
7.524821792E0,-1.206024773E-1,-2.405346299E0,-6.620445603E-1
7.534800792E0,-1.999385226E-1,-2.429093888E0,-1.621395478E0
7.544780792E0,-5.194185452E-1,-2.040237967E0,-2.458316810E0
7.554759792E0,-9.084291248E-1,-1.768398573E0,-3.126544216E0
7.564739792E0,-9.210741672E-1,-1.705628420E0,-3.502557605E0
7.574719792E0,-7.848416439E-1,-1.629052115E0,-3.523602903E0
7.584698792E0,-6.827846342E-1,-1.248170627E0,-3.307751768E0
7.594678792E0,-6.018623856E-1,-1.251133119E0,-3.292028021E0
7.604657792E0,-7.077254941E-1,-1.403118333E0,-3.637906029E0
